id,90dayslate,revolve_util,debt_ratio,credit_lines,income,30dayslate,delinquent
3302,0,0.22,0.533,5,3204.048825,0,0
3371,0,0.42,0.246,6,3884.648704,0,0
3331,0,0.28,0.426,8,1452.044685,0,0
3377,0,0.28,0.245,7,2730.604135,0,0
3373,0,0.13,0.019,5,2578.024207,0,0
3387,0,0.65,0.372,5,6976.937572,0,0
3393,0,0.24,0.896,5,1046.348105,0,0
3395,1,0.64,0.118,3,1128.142566,0,0
3399,0,0.27,0.448,6,1851.402617,0,0
3409,1,0.44,0.114,4,7036.252592,1,0
3437,0,0.48,0.845,4,4285.29594,0,0
3445,0,0.24,0.42,4,2391.472939,0,0
3447,0,0.43,0.524,3,4046.353293,0,0
3467,0,0.31,0.316,6,2116.671763,0,0
3513,0,0.24,0.025,4,1267.951088,0,0
3521,0,0.63,0.284,4,2066.391254,0,0
3559,0,0.32,0.206,4,4752.525587,0,0
3583,0,0.35,0.523,6,5280.150463,0,0
3596,0,0.11,0.084,5,4926.655924,0,0
3608,1,0.59,0.435,5,2695.799678,0,0
3610,0,0.13,0.062,5,1163.904164,0,0
3626,0,0.27,0.089,7,1799.689082,0,0
3642,0,0.31,0.115,3,1999.624242,0,0
1735,0,0.24,0.091,6,4190.590985,0,0
1759,0,0.54,0.272,5,1725.142536,0,0
1787,0,0.17,0.129,5,2266.680011,0,0
1800,0,0.24,0.207,6,7143.789085,0,0
1810,0,0.35,0.307,5,7583.3356,0,0
1832,0,0.19,0.143,7,3267.477758,0,0
1846,0,0.23,0.287,4,2005.337706,0,0
1860,0,0.59,0.966,4,2986.790753,0,0
1874,0,0.07,0.405,4,1571.612753,0,0
1876,0,0.21,0.402,6,1266.74275,0,0
1878,0,0.45,0.696,5,1960.027139,0,0
1882,1,0.81,0.376,4,2482.856147,1,1
1906,0,0.2,0.04,4,1200.206044,0,0
1934,0,0.52,0.3,5,3840.695498,0,0
1954,1,0.32,0.43,3,6429.603109,0,0
1956,0,0.3,0.391,7,3267.378924,1,0
1990,0,0.54,0.107,5,4272.290913,0,0
2034,0,0.28,0.254,6,2878.229269,0,0
2061,0,0.2,0.176,5,1210.236024,1,0
2075,0,0.52,0.248,4,2534.08203,0,0
2079,0,0.3,0.207,4,511.8132392,0,0
2085,0,0.12,1.307,6,2138.267754,0,0
2135,0,0.46,0.602,5,4224.802697,0,0
2143,0,0.34,0.193,5,1585.554907,0,0
2145,0,0.14,0.168,5,2055.874558,0,0
2155,0,0.22,0.218,4,7156.633412,0,0
2165,0,0.22,0.126,4,2422.138787,0,0
2193,0,0.33,0.072,6,3890.725949,0,0
2223,0,0.2,0.644,6,3778.060396,0,0
2225,0,0.09,0.318,8,10491.65647,0,0
2229,0,0.31,0.51,8,9034.376284,0,0
2257,0,0.25,0.29,4,1155.304744,0,0
2261,0,0.38,0.075,4,1594.374241,0,0
2267,1,0.52,0.726,5,3393.776823,0,0
2281,1,0.88,0.517,7,2898.940897,0,0
2287,0,0.26,0.154,5,1573.229762,0,0
2370,0,0.43,0.228,4,2405.87978,0,0
2374,0,0.28,0.31,4,3974.669723,0,0
2450,0,0.39,0.149,8,1940.340805,1,0
2458,1,0.63,0.297,5,2631.922647,0,0
2464,0,0.39,0.2,5,5672.818722,0,0
2468,0,0.45,0.172,6,3654.771411,0,0
2480,0,0.09,0.082,4,3182.594879,0,0
2494,0,0.46,0.983,5,3507.089775,0,0
2496,0,0.33,0.612,5,3555.632243,0,0
2504,0,0.19,0.301,6,2053.359085,0,0
2522,0,0.26,0.114,4,4109.273392,0,0
2544,2,0.56,0.181,3,2694.168324,1,0
2581,0,0.8,0.323,6,3214.490554,0,0
2625,0,0.46,0.756,6,2543.906122,1,0
2659,0,0.41,0.74,3,2377.922565,0,0
2683,0,0.46,0.271,7,7631.66511,0,0
2689,1,0.38,0.199,4,3011.84946,0,0
2693,0,0.08,0.463,5,2524.820154,1,1
2695,0,0.21,0.156,5,8642.805341,0,0
2703,1,0.34,0.476,5,3262.62819,1,1
2725,0,0.16,0.272,8,4052.114608,0,0
2735,0,0.58,0.406,5,5077.948928,0,0
2783,0,0.16,0.249,5,1257.56897,0,0
2805,1,0.4,0.27,6,3300.650891,1,0
2809,0,0.25,0.13,5,2205.106771,1,0
2818,0,0.23,0.064,3,1107.220471,0,0
2826,0,0.32,0.091,5,5022.014179,0,0
2830,0,0.28,0.551,3,3460.950546,0,0
2842,0,0.22,0.178,5,3461.693698,0,0
2860,0,0.16,0.126,6,3289.705291,1,0
2874,0,0.22,0.053,5,9127.623765,0,0
2878,0,0.24,0.478,4,4873.604178,0,0
2880,0,0.62,0.314,4,2452.274564,0,0
2882,0,0.27,0.25,6,4463.341294,0,0
2884,0,0.19,0.18,6,3883.316752,0,0
2896,0,0.23,0.345,6,3422.673142,0,0
2900,0,0.22,0.396,5,1566.424501,0,0
2908,1,0.7,0.202,5,6030.032043,0,0
2950,0,0.31,0.51,4,2395.942682,0,0
2954,1,0.53,0.019,3,1864.818567,0,0
2980,1,0.63,0.172,3,1453.449819,0,0
2982,0,0.47,0.568,4,5314.88768,0,0
2996,0,0.09,0.211,6,2271.312087,0,0
2998,0,0.33,0.143,4,1852.51116,0,0
3054,0,0.43,0.246,7,7656.357903,0,0
3056,0,0.48,0.501,4,3021.932962,0,0
3064,1,0.46,0.273,3,1792.151509,0,0
3068,0,0.31,0.165,5,951.44412,0,0
3070,0,0.1,0.101,6,2323.039983,0,0
3103,0,0.27,0.602,6,5924.490035,0,0
3111,0,0.27,0.339,5,2393.681893,0,0
3127,0,0.16,0.001,4,1908.866025,0,0
3133,0,0.24,0.443,5,2692.886572,0,0
3137,0,0.54,0.293,4,2858.560026,0,0
3153,0,0.38,0.206,6,4150.264244,0,0
3161,0,0.26,0.079,5,4727.216993,0,0
3171,0,0.29,1.211,6,10783.2789,0,0
3175,1,0.48,0.144,3,6055.930622,0,0
3199,0,0.13,0.293,5,4539.483166,0,0
3203,0,0.17,0.448,6,11394.16319,0,0
3207,0,0.33,0.232,8,2864.214983,0,0
3247,0,0.19,0.144,4,6042.117226,0,0
3249,0,0.45,0.029,6,8227.541417,0,0
3255,0,0.22,0.133,6,3884.498065,0,0
3259,0,0.38,0.147,6,3165.853353,0,0
3261,0,0.61,0.594,6,1397.086776,0,0
3299,0,0.42,0.379,4,1504.054053,0,0
3325,0,0.42,0.336,4,2598.423537,0,0
3358,0,0.35,0.208,3,3130.040125,0,0
3384,0,0.33,0.37,5,4343.071758,0,0
3422,0,0.33,0.093,4,986.6264509,0,0
3424,0,0.39,0.923,5,3792.181141,0,0
3432,0,0.09,0.05,5,3379.554107,0,0
3440,0,0.34,0.38,5,3804.781631,0,0
3452,0,0.31,0.032,7,3307.002455,0,0
3472,0,0.28,0.243,4,3327.596664,0,0
3474,0,0.21,0.174,5,4794.498953,0,0
3476,0,0.31,0.204,4,6954.875325,0,0
3514,0,0.35,0.155,8,9116.56903,2,0
3516,0,0.32,0.266,6,3655.553919,1,0
3526,1,0.45,0.298,3,2344.824889,0,0
3528,2,0.59,0.894,4,4198.851054,1,1
3548,1,0.71,0.522,5,2851.063746,1,0
3670,0,0.38,0.582,6,2711.24659,0,0
3686,0,0.48,0.727,4,7969.005803,0,0
3764,1,0.66,0.184,3,2811.994885,0,1
3768,0,0.21,0.152,8,3542.314932,0,0
3778,0,0.28,0.136,4,567.7927095,0,0
3782,0,0.25,1.039,4,1949.567977,0,0
3786,0,0.64,0.389,7,2445.92716,0,0
3798,1,0.28,0.059,4,2472.779553,0,0
3816,0,0.18,0.058,4,2628.93498,0,0
3857,0,0.31,0.38,9,2827.80473,0,0
3873,0,0.24,0.203,7,4388.771223,0,0
3879,0,0.24,0.663,4,2202.587126,0,0
3897,0,0.37,0.563,7,2267.443181,0,0
3917,0,0.25,0.095,4,2418.807315,0,0
3925,0,0.18,0.128,6,5950.939768,0,0
3941,0,0.34,0.589,4,3823.330234,0,0
3943,0,0.38,0.48,5,2564.33519,0,0
3965,0,0.26,0.144,4,2892.245967,0,0
3971,0,0.17,0.384,5,3114.75592,1,0
3977,0,0.43,1.15,4,2416.215145,0,0
3981,0,0.45,0.523,5,2462.738723,0,1
3995,0,0.25,0.55,6,8031.704934,0,0
4013,0,0.35,0.157,3,3900.133864,0,0
4095,0,0.21,0.233,4,4261.444754,0,0
4134,0,0.25,0.078,4,4145.442345,0,0
4148,0,0.21,0.464,5,1203.192388,0,0
4178,1,0.46,0.119,6,3868.806286,0,0
4180,0,0.18,0.486,5,2500.782335,0,0
4206,0,0.25,0.154,6,3553.872853,0,0
4220,0,0.22,0.753,6,2560.861895,0,0
4232,0,0.22,0.911,5,3893.367176,0,0
4238,0,0.33,0.099,7,7276.6848,0,0
4244,0,0.31,0.663,5,4313.458971,0,0
4258,0,0.27,0.238,5,1449.553276,0,0
4284,0,0.4,0.071,6,5147.887593,0,0
4316,0,0.17,0.206,6,1038.156821,0,0
4318,0,0.45,0.218,8,8579.448144,0,0
4326,0,0.25,0.169,6,1337.514868,0,0
4342,0,0.4,0.415,6,11206.95927,0,0
4353,1,0.54,0.28,3,5383.949998,0,0
4361,0,0.36,0.219,7,1054.066942,0,0
4391,0,0.28,0.096,3,7283.522787,0,0
4403,1,0.59,0.337,4,2322.903941,0,0
4445,0,0.22,0.381,6,4772.278514,0,0
4467,0,0.15,0.787,3,2010.729241,0,0
4469,0,0.07,0.111,5,6233.691913,0,0
4479,0,0.79,0.722,8,5487.472118,1,0
4523,1,0.48,0.103,5,1662.892066,1,0
4577,0,0.57,0.35,5,7319.250045,0,0
4581,1,0.36,0.181,3,4520.969476,0,0
4614,0,0.2,0.084,7,1617.044389,0,0
4620,0,0.45,0.61,5,2208.228129,0,0
4656,0,0.22,0.109,5,3877.283723,0,0
4660,0,0.18,0.368,6,2755.085315,0,0
4686,0,0.11,0.008,6,3576.980694,0,0
4700,0,0.19,0.398,5,4733.150323,0,0
4704,0,0.14,0.052,4,2019.074578,0,0
4774,0,0.15,0.132,6,1223.811477,0,0
4790,0,0.24,0.118,5,2155.458556,0,0
4804,0,0.29,0.156,4,1632.787613,0,0
4834,0,0.18,0.178,4,531.6284629,0,0
4842,0,0.22,0.162,5,1157.112818,0,0
4889,0,0.33,0.025,4,521.3076052,0,0
4913,0,0.19,0.077,4,2254.417683,0,0
4925,0,0.17,0.316,5,2726.149533,0,0
4963,0,0.22,0.176,6,7389.294202,0,0
4971,0,0.19,0.345,3,758.0211812,0,0
4973,0,0.3,0.211,6,2117.365728,0,0
4989,0,0.23,0.13,5,1763.453732,1,0
4991,0,0.17,0.275,6,3433.379403,1,0
5011,0,0.26,0.642,5,3794.033065,0,0
5019,0,0.24,0.031,7,3543.885468,0,0
5021,0,0.37,0.246,7,2959.673543,0,0
5025,0,0.23,0.481,5,3283.08322,0,0
5063,1,0.46,0.12,4,1995.177004,1,0
5069,0,0.16,0.189,4,12824.53836,1,0
5101,0,0.44,0.078,4,4851.058,1,0
5115,0,0.49,0.205,5,6547.196203,0,0
5134,0,0.27,0.139,4,1765.331677,0,0
5170,1,0.41,0.014,4,1218.322395,0,0
5174,0,0.32,0.322,5,727.7460569,0,0
5184,0,0.37,0.227,10,4710.517666,0,0
5186,0,0.26,0.504,5,4920.947576,2,0
5200,0,0.29,0.067,5,3500.226258,0,0
5202,0,0.22,0.597,4,1974.964163,0,0
5258,0,0.6,0.313,4,4087.651677,0,0
